list-none-none,1,10,1,30,114697,3823
list-none-none,1,100,1,300,132466,441
list-none-none,1,1000,1,3000,4034670,1344
list-none-none,1,10000,1,30000,897558619,29918
list-none-none,1,20000,1,60000,4430548226,73842
list-none-none,2,10,1,60,101278,1687
list-none-none,4,1,1,12,165715,13809
list-none-none,4,10,1,120,170737,1422
list-none-none,8,1,1,24,292085,12170
list-none-none,8,10,1,240,290723,1211
list-none-none,12,1,1,36,431613,11989
list-none-none,12,10,1,360,389995,1083
list-i-none,2,1,1,6,100009,16668
list-i-none,2,2,1,12,100939,8411
list-i-none,2,4,1,24,87372,3640
list-i-none,2,8,1,48,116204,2420
list-i-none,2,32,1,192,212618,1107
list-d-none,2,1,1,6,68067,11344
list-d-none,2,2,1,12,78027,6502
list-d-none,2,8,1,48,67938,1415
list-d-none,2,16,1,96,104456,1088
list-d-none,2,32,1,192,112205,584
list-il-none,2,1,1,6,114894,19149
list-il-none,2,2,1,12,92929,7744
list-il-none,2,4,1,24,89872,3744
list-il-none,2,8,1,48,141094,2939
list-il-none,2,16,1,96,248644,2590
list-il-none,2,32,1,192,525471,2736
list-dl-none,2,1,1,6,87169,14528
list-dl-none,2,2,1,12,102397,8533
list-dl-none,2,4,1,24,70405,2933
list-dl-none,2,8,1,48,130387,2716
list-dl-none,2,32,1,192,524392,2731
list-i-m,12,32,1,1152,3247077,2818
list-d-m,12,32,1,1152,1303031,1131
list-il-m,12,32,1,1152,22037209,19129
list-dl-m,12,32,1,1152,17487260,15179
list-i-s,12,32,1,1152,20763386,18023
list-d-s,12,32,1,1152,2058109,1786
list-il-s,12,32,1,1152,41440062,35972
list-dl-s,12,32,1,1152,64089907,55633
list-none-m,1,1000,1,3000,4025083,1341
list-none-m,2,1000,1,6000,27185516,4530
list-none-m,4,1000,1,12000,134112784,11176
list-none-m,8,1000,1,24000,601533705,25063
list-none-m,12,1000,1,36000,1262235020,35062
list-none-m,16,1000,1,48000,2604757217,54265
list-none-m,24,1000,1,72000,4784287128,66448
list-none-s,1,1000,1,3000,5780135,1926
list-none-s,2,1000,1,6000,18709979,3118
list-none-s,4,1000,1,12000,118354282,9862
list-none-s,8,1000,1,24000,605381267,25224
list-none-s,12,1000,1,36000,1147969715,31888
list-none-s,16,1000,1,48000,2916723672,60765
list-none-s,24,1000,1,72000,7056002638,98000
